wine,svmLinear,km,6,0.984126984126984,0.980769230769231
image-segmentation,svmLinear,km,32,0.940630797773655,0.926406926406926
wine,svmLinear,km,7,0.984126984126984,0.980769230769231
image-segmentation,svmLinear,km,34,0.933828076685219,0.926406926406926
wine,svmLinear,km,8,1,0.923076923076923
image-segmentation,svmLinear,km,32,0.938157081014224,0.911976911976912
wine,svmLinear,km,11,0.992063492063492,0.961538461538462
image-segmentation,svmLinear,km,26,0.912801484230056,0.909090909090909
wine,svmLinear,km,6,0.992063492063492,0.980769230769231
image-segmentation,svmLinear,km,33,0.927643784786642,0.897546897546898
wine,svmLinear,km,10,0.984126984126984,0.980769230769231
image-segmentation,svmLinear,km,31,0.933209647495362,0.919191919191919
wine,svmLinear,km,7,0.992063492063492,0.961538461538462
image-segmentation,svmLinear,km,36,0.943104514533086,0.933621933621934
wine,svmLinear,km,10,0.992063492063492,0.942307692307692
image-segmentation,svmLinear,km,28,0.935683364254793,0.927849927849928
wine,svmLinear,km,9,1,0.961538461538462
image-segmentation,svmLinear,km,28,0.935064935064935,0.910533910533911
wine,svmLinear,km,9,1,0.942307692307692
image-segmentation,svmLinear,km,26,0.931354359925789,0.916305916305916
wine,svmLinear,km,5,0.992063492063492,0.961538461538462
image-segmentation,svmLinear,km,29,0.930735930735931,0.916305916305916
wine,svmLinear,km,7,0.968253968253968,1
image-segmentation,svmLinear,km,28,0.931972789115646,0.927849927849928
wine,svmLinear,km,6,0.984126984126984,0.961538461538462
image-segmentation,svmLinear,km,25,0.936920222634508,0.906204906204906
wine,svmLinear,km,7,0.992063492063492,0.980769230769231
image-segmentation,svmLinear,km,29,0.926406926406926,0.930735930735931
wine,svmLinear,km,7,0.984126984126984,0.980769230769231
image-segmentation,svmLinear,km,34,0.939393939393939,0.936507936507937
wine,svmLinear,km,9,0.992063492063492,0.961538461538462
image-segmentation,svmLinear,km,23,0.914038342609771,0.917748917748918
wine,svmLinear,km,12,0.984126984126984,0.961538461538462
image-segmentation,svmLinear,km,34,0.936301793444651,0.924963924963925
wine,svmLinear,km,8,0.992063492063492,0.961538461538462
image-segmentation,svmLinear,km,23,0.931354359925789,0.901875901875902
wine,svmLinear,km,9,1,0.942307692307692
image-segmentation,svmLinear,km,35,0.938157081014224,0.919191919191919
wine,svmLinear,km,6,0.984126984126984,1
image-segmentation,svmLinear,km,29,0.932591218305504,0.933621933621934
wine,svmLinear,km,7,0.984126984126984,0.980769230769231
image-segmentation,svmLinear,km,33,0.931354359925789,0.919191919191919
wine,svmLinear,km,8,0.984126984126984,0.980769230769231
image-segmentation,svmLinear,km,32,0.936301793444651,0.933621933621934
wine,svmLinear,km,8,0.992063492063492,0.980769230769231
image-segmentation,svmLinear,km,31,0.927643784786642,0.914862914862915
wine,svmLinear,km,6,0.976190476190476,1
image-segmentation,svmLinear,km,29,0.914656771799629,0.894660894660895
wine,svmLinear,km,6,0.984126984126984,1
image-segmentation,svmLinear,km,30,0.933209647495362,0.916305916305916
wine,svmLinear,km,13,0.984126984126984,1
image-segmentation,svmLinear,km,30,0.928880643166357,0.942279942279942
wine,svmLinear,km,8,1,0.942307692307692
image-segmentation,svmLinear,km,37,0.938157081014224,0.937950937950938
wine,svmLinear,km,7,0.992063492063492,0.980769230769231
image-segmentation,svmLinear,km,30,0.927025355596784,0.939393939393939
wine,svmLinear,km,10,0.992063492063492,0.980769230769231
image-segmentation,svmLinear,km,26,0.923314780457638,0.909090909090909
wine,svmLinear,km,7,1,0.961538461538462
image-segmentation,svmLinear,km,23,0.916512059369202,0.909090909090909
statlog-satimage,svmLinear,km,96,0.905501330967169,0.896730669434354
statlog-satimage,svmLinear,km,80,0.901730257320319,0.894654903995848
statlog-satimage,svmLinear,km,89,0.904170363797693,0.892579138557343
statlog-satimage,svmLinear,km,104,0.906388642413487,0.897768552153607
