train test method run dataset classifier noPoints
0.758169934640523 0.655737704918033 peakDegree 25 glass rpart 20
0.915032679738562 0.704918032786885 peakDegree 4 glass svmRadial 12
0.803921568627451 0.688524590163934 peakDegree 10 glass knn 17
1 0.704918032786885 peakDegree 22 glass rf 19
0.797385620915033 0.672131147540984 peakDegree 11 glass knn 17
0.77124183006536 0.622950819672131 peakDegree 22 glass rpart 19
1 0.655737704918033 peakDegree 4 glass rf 12
0.836601307189543 0.672131147540984 peakDegree 10 glass svmRadial 17
0.65359477124183 0.590163934426229 peakDegree 4 glass rpart 12
0.823529411764706 0.672131147540984 peakDegree 29 glass knn 12
0.810457516339869 0.672131147540984 peakDegree 11 glass svmRadial 17
0.915032679738562 0.704918032786885 peakDegree 29 glass svmRadial 12
1 0.672131147540984 peakDegree 10 glass rf 17
0.777777777777778 0.688524590163934 peakDegree 2 glass knn 15
0.607843137254902 0.540983606557377 peakDegree 10 glass rpart 17
0.797385620915033 0.688524590163934 peakDegree 17 glass knn 13
1 0.672131147540984 peakDegree 11 glass rf 17
0.777777777777778 0.704918032786885 peakDegree 26 glass knn 13
0.647058823529412 0.60655737704918 peakDegree 11 glass rpart 17
1 0.688524590163934 peakDegree 29 glass rf 12
0.862745098039216 0.704918032786885 peakDegree 2 glass svmRadial 15
0.679738562091503 0.622950819672131 peakDegree 29 glass rpart 12
0.928104575163399 0.672131147540984 peakDegree 17 glass svmRadial 13
0.738562091503268 0.688524590163934 peakDegree 13 glass knn 14
0.77124183006536 0.704918032786885 peakDegree 19 glass knn 16
0.882352941176471 0.655737704918033 peakDegree 26 glass svmRadial 13
0.816993464052288 0.754098360655738 peakDegree 19 glass svmRadial 16
0.77124183006536 0.688524590163934 peakDegree 24 glass knn 16
0.797385620915033 0.672131147540984 peakDegree 13 glass svmRadial 14
1 0.737704918032787 peakDegree 2 glass rf 15
1 0.721311475409836 peakDegree 17 glass rf 13
0.784313725490196 0.508196721311475 peakDegree 2 glass rpart 15
0.65359477124183 0.655737704918033 peakDegree 17 glass rpart 13
0.823529411764706 0.688524590163934 peakDegree 24 glass svmRadial 16
1 0.721311475409836 peakDegree 26 glass rf 13
0.790849673202614 0.721311475409836 peakDegree 12 glass knn 13
0.594771241830065 0.573770491803279 peakDegree 26 glass rpart 13
1 0.80327868852459 peakDegree 19 glass rf 16
1 0.754098360655738 peakDegree 13 glass rf 14
0.738562091503268 0.672131147540984 peakDegree 19 glass rpart 16
0.627450980392157 0.590163934426229 peakDegree 13 glass rpart 14
0.862745098039216 0.672131147540984 peakDegree 12 glass svmRadial 13
0.777777777777778 0.639344262295082 peakDegree 18 glass knn 15
1 0.737704918032787 peakDegree 24 glass rf 16
0.856209150326797 0.737704918032787 peakDegree 18 glass svmRadial 15
0.718954248366013 0.590163934426229 peakDegree 24 glass rpart 16
1 0.639344262295082 peakDegree 12 glass rf 13
0.61437908496732 0.573770491803279 peakDegree 12 glass rpart 13
0.777777777777778 0.688524590163934 peakDegree 9 glass knn 14
1 0.721311475409836 peakDegree 18 glass rf 15
0.620915032679739 0.491803278688525 peakDegree 18 glass rpart 15
0.862745098039216 0.704918032786885 peakDegree 9 glass svmRadial 14
1 0.639344262295082 peakDegree 9 glass rf 14
0.725490196078431 0.60655737704918 peakDegree 9 glass rpart 14
0.803921568627451 0.655737704918033 peakDegree 27 glass knn 16
0.869281045751634 0.688524590163934 peakDegree 27 glass svmRadial 16
1 0.754098360655738 peakDegree 27 glass rf 16
0.65359477124183 0.557377049180328 peakDegree 27 glass rpart 16
0.751633986928105 0.770491803278688 peakDegree 7 glass knn 18
0.843137254901961 0.704918032786885 peakDegree 7 glass svmRadial 18
1 0.704918032786885 peakDegree 7 glass rf 18
0.65359477124183 0.60655737704918 peakDegree 7 glass rpart 18
0.874476987447699 0.814432989690722 peakDegree 8 ecoli knn 9
0.887029288702929 0.804123711340206 peakDegree 30 ecoli knn 13
0.887029288702929 0.804123711340206 peakDegree 8 ecoli svmRadial 9
0.887029288702929 0.835051546391753 peakDegree 30 ecoli svmRadial 13
0.857740585774059 0.824742268041237 peakDegree 21 ecoli knn 10
1 0.783505154639175 peakDegree 8 ecoli rf 9
0.849372384937239 0.77319587628866 peakDegree 8 ecoli rpart 9
0.891213389121339 0.835051546391753 peakDegree 21 ecoli svmRadial 10
1 0.824742268041237 peakDegree 30 ecoli rf 13
0.820083682008368 0.793814432989691 peakDegree 30 ecoli rpart 13
0.878661087866109 0.783505154639175 peakDegree 15 ecoli knn 8
1 0.845360824742268 peakDegree 21 ecoli rf 10
0.782426778242678 0.793814432989691 peakDegree 21 ecoli rpart 10
0.924686192468619 0.845360824742268 peakDegree 15 ecoli svmRadial 8
1 0.783505154639175 peakDegree 15 ecoli rf 8
0.815899581589958 0.752577319587629 peakDegree 15 ecoli rpart 8
0.870292887029289 0.793814432989691 peakDegree 14 ecoli knn 8
0.907949790794979 0.783505154639175 peakDegree 14 ecoli svmRadial 8
1 0.77319587628866 peakDegree 14 ecoli rf 8
0.878661087866109 0.77319587628866 peakDegree 14 ecoli rpart 8
0.874476987447699 0.814432989690722 peakDegree 23 ecoli knn 9
0.916317991631799 0.845360824742268 peakDegree 23 ecoli svmRadial 9
1 0.855670103092783 peakDegree 23 ecoli rf 9
0.832635983263598 0.793814432989691 peakDegree 23 ecoli rpart 9
0.878661087866109 0.845360824742268 peakDegree 5 ecoli knn 9
0.861924686192469 0.865979381443299 peakDegree 6 ecoli knn 15
0.882845188284519 0.876288659793814 peakDegree 5 ecoli svmRadial 9
0.874476987447699 0.855670103092783 peakDegree 1 ecoli knn 12
0.820083682008368 0.865979381443299 peakDegree 16 ecoli knn 16
0.916317991631799 0.865979381443299 peakDegree 6 ecoli svmRadial 15
0.882845188284519 0.896907216494845 peakDegree 1 ecoli svmRadial 12
1 0.814432989690722 peakDegree 5 ecoli rf 9
0.882845188284519 0.896907216494845 peakDegree 16 ecoli svmRadial 16
0.828451882845188 0.824742268041237 peakDegree 5 ecoli rpart 9
1 0.88659793814433 peakDegree 1 ecoli rf 12
0.841004184100418 0.845360824742268 peakDegree 1 ecoli rpart 12
1 0.865979381443299 peakDegree 6 ecoli rf 15
1 0.876288659793814 peakDegree 16 ecoli rf 16
0.861924686192469 0.855670103092783 peakDegree 6 ecoli rpart 15
0.857740585774059 0.865979381443299 peakDegree 16 ecoli rpart 16
0.836820083682008 0.876288659793814 peakDegree 20 ecoli knn 10
0.882845188284519 0.845360824742268 peakDegree 25 ecoli knn 10
0.878661087866109 0.896907216494845 peakDegree 20 ecoli svmRadial 10
0.903765690376569 0.855670103092783 peakDegree 25 ecoli svmRadial 10
0.874476987447699 0.855670103092783 peakDegree 28 ecoli knn 14
0.836820083682008 0.865979381443299 peakDegree 3 ecoli knn 9
1 0.876288659793814 peakDegree 20 ecoli rf 10
0.857740585774059 0.876288659793814 peakDegree 22 ecoli knn 15
0.924686192468619 0.845360824742268 peakDegree 28 ecoli svmRadial 14
0.828451882845188 0.896907216494845 peakDegree 20 ecoli rpart 10
1 0.835051546391753 peakDegree 25 ecoli rf 10
0.861924686192469 0.762886597938144 peakDegree 25 ecoli rpart 10
0.874476987447699 0.876288659793814 peakDegree 3 ecoli svmRadial 9
0.870292887029289 0.855670103092783 peakDegree 4 ecoli knn 14
0.895397489539749 0.88659793814433 peakDegree 22 ecoli svmRadial 15
0.903765690376569 0.88659793814433 peakDegree 4 ecoli svmRadial 14
1 0.845360824742268 peakDegree 28 ecoli rf 14
1 0.835051546391753 peakDegree 3 ecoli rf 9
0.861924686192469 0.804123711340206 peakDegree 28 ecoli rpart 14
0.878661087866109 0.835051546391753 peakDegree 3 ecoli rpart 9
0.878661087866109 0.845360824742268 peakDegree 11 ecoli knn 9
1 0.876288659793814 peakDegree 22 ecoli rf 15
0.857740585774059 0.835051546391753 peakDegree 10 ecoli knn 7
0.841004184100418 0.855670103092783 peakDegree 22 ecoli rpart 15
0.861924686192469 0.865979381443299 peakDegree 29 ecoli knn 13
1 0.907216494845361 peakDegree 4 ecoli rf 14
0.887029288702929 0.865979381443299 peakDegree 11 ecoli svmRadial 9
0.874476987447699 0.88659793814433 peakDegree 4 ecoli rpart 14
0.866108786610879 0.835051546391753 peakDegree 10 ecoli svmRadial 7
0.903765690376569 0.876288659793814 peakDegree 29 ecoli svmRadial 13
1 0.804123711340206 peakDegree 10 ecoli rf 7
0.874476987447699 0.835051546391753 peakDegree 2 ecoli knn 11
0.807531380753138 0.814432989690722 peakDegree 10 ecoli rpart 7
0.891213389121339 0.835051546391753 peakDegree 17 ecoli knn 7
1 0.845360824742268 peakDegree 11 ecoli rf 9
0.845188284518828 0.814432989690722 peakDegree 11 ecoli rpart 9
1 0.845360824742268 peakDegree 29 ecoli rf 13
0.866108786610879 0.77319587628866 peakDegree 13 ecoli knn 11
0.866108786610879 0.77319587628866 peakDegree 26 ecoli knn 13
0.907949790794979 0.876288659793814 peakDegree 17 ecoli svmRadial 7
0.895397489539749 0.88659793814433 peakDegree 2 ecoli svmRadial 11
0.828451882845188 0.835051546391753 peakDegree 29 ecoli rpart 13
0.857740585774059 0.876288659793814 peakDegree 19 ecoli knn 13
0.849372384937239 0.804123711340206 peakDegree 24 ecoli knn 6
0.920502092050209 0.824742268041237 peakDegree 13 ecoli svmRadial 11
0.903765690376569 0.824742268041237 peakDegree 26 ecoli svmRadial 13
1 0.845360824742268 peakDegree 17 ecoli rf 7
0.903765690376569 0.845360824742268 peakDegree 19 ecoli svmRadial 13
0.807531380753138 0.762886597938144 peakDegree 17 ecoli rpart 7
1 0.876288659793814 peakDegree 2 ecoli rf 11
0.878661087866109 0.835051546391753 peakDegree 12 ecoli knn 9
0.878661087866109 0.845360824742268 peakDegree 24 ecoli svmRadial 6
0.794979079497908 0.835051546391753 peakDegree 2 ecoli rpart 11
0.849372384937239 0.804123711340206 peakDegree 18 ecoli knn 14
1 0.783505154639175 peakDegree 24 ecoli rf 6
1 0.814432989690722 peakDegree 13 ecoli rf 11
0.845188284518828 0.762886597938144 peakDegree 24 ecoli rpart 6
0.870292887029289 0.814432989690722 peakDegree 13 ecoli rpart 11
0.924686192468619 0.865979381443299 peakDegree 12 ecoli svmRadial 9
0.857740585774059 0.814432989690722 peakDegree 18 ecoli svmRadial 14
1 0.824742268041237 peakDegree 26 ecoli rf 13
1 0.845360824742268 peakDegree 19 ecoli rf 13
0.878661087866109 0.77319587628866 peakDegree 26 ecoli rpart 13
0.878661087866109 0.804123711340206 peakDegree 19 ecoli rpart 13
0.887029288702929 0.876288659793814 peakDegree 9 ecoli knn 10
1 0.855670103092783 peakDegree 12 ecoli rf 9
0.845188284518828 0.814432989690722 peakDegree 12 ecoli rpart 9
1 0.855670103092783 peakDegree 18 ecoli rf 14
0.836820083682008 0.814432989690722 peakDegree 18 ecoli rpart 14
0.895397489539749 0.917525773195876 peakDegree 9 ecoli svmRadial 10
1 0.865979381443299 peakDegree 9 ecoli rf 10
0.799163179916318 0.814432989690722 peakDegree 9 ecoli rpart 10
0.899581589958159 0.814432989690722 peakDegree 27 ecoli knn 8
0.920502092050209 0.804123711340206 peakDegree 27 ecoli svmRadial 8
1 0.814432989690722 peakDegree 27 ecoli rf 8
0.874476987447699 0.77319587628866 peakDegree 27 ecoli rpart 8
0.828451882845188 0.88659793814433 peakDegree 7 ecoli knn 7
0.891213389121339 0.88659793814433 peakDegree 7 ecoli svmRadial 7
1 0.845360824742268 peakDegree 7 ecoli rf 7
0.799163179916318 0.824742268041237 peakDegree 7 ecoli rpart 7
0.948051948051948 0.855218855218855 peakDegree 8 vowel-context knn 50
0.958152958152958 0.888888888888889 peakDegree 30 vowel-context knn 53
0.991341991341991 0.966329966329966 peakDegree 8 vowel-context svmRadial 50
0.963924963924964 0.878787878787879 peakDegree 14 vowel-context knn 54
0.953823953823954 0.878787878787879 peakDegree 21 vowel-context knn 46
0.961038961038961 0.898989898989899 peakDegree 15 vowel-context knn 50
0.998556998556999 0.976430976430976 peakDegree 30 vowel-context svmRadial 53
1 0.973063973063973 peakDegree 14 vowel-context svmRadial 54
1 0.983164983164983 peakDegree 21 vowel-context svmRadial 46
0.998556998556999 0.973063973063973 peakDegree 15 vowel-context svmRadial 50
1 0.956228956228956 peakDegree 8 vowel-context rf 50
0.646464646464647 0.525252525252525 peakDegree 8 vowel-context rpart 50
0.976911976911977 0.885521885521885 peakDegree 23 vowel-context knn 48
1 0.936026936026936 peakDegree 30 vowel-context rf 53
0.6002886002886 0.525252525252525 peakDegree 30 vowel-context rpart 53
1 0.932659932659933 peakDegree 21 vowel-context rf 46
0.588744588744589 0.491582491582492 peakDegree 21 vowel-context rpart 46
0.998556998556999 0.962962962962963 peakDegree 23 vowel-context svmRadial 48
1 0.939393939393939 peakDegree 14 vowel-context rf 54
0.593073593073593 0.464646464646465 peakDegree 14 vowel-context rpart 54
1 0.932659932659933 peakDegree 15 vowel-context rf 50
0.606060606060606 0.535353535353535 peakDegree 15 vowel-context rpart 50
0.961038961038961 0.878787878787879 peakDegree 1 vowel-context knn 50
0.966810966810967 0.922558922558923 peakDegree 6 vowel-context knn 52
0.956709956709957 0.898989898989899 peakDegree 16 vowel-context knn 46
0.94949494949495 0.922558922558923 peakDegree 20 vowel-context knn 49
0.955266955266955 0.831649831649832 peakDegree 5 vowel-context knn 45
1 0.962962962962963 peakDegree 1 vowel-context svmRadial 50
0.997113997113997 0.96969696969697 peakDegree 6 vowel-context svmRadial 52
0.971139971139971 0.929292929292929 peakDegree 25 vowel-context knn 47
0.963924963924964 0.868686868686869 peakDegree 11 vowel-context knn 52
0.998556998556999 0.986531986531986 peakDegree 20 vowel-context svmRadial 49
0.995670995670996 0.98989898989899 peakDegree 16 vowel-context svmRadial 46
0.933621933621934 0.811447811447811 peakDegree 28 vowel-context knn 49
1 0.962962962962963 peakDegree 5 vowel-context svmRadial 45
0.963924963924964 0.858585858585859 peakDegree 3 vowel-context knn 51
0.937950937950938 0.882154882154882 peakDegree 22 vowel-context knn 46
0.962481962481962 0.888888888888889 peakDegree 4 vowel-context knn 52
0.943722943722944 0.845117845117845 peakDegree 10 vowel-context knn 40
1 0.922558922558923 peakDegree 23 vowel-context rf 48
1 0.983164983164983 peakDegree 11 vowel-context svmRadial 52
0.617604617604618 0.478114478114478 peakDegree 23 vowel-context rpart 48
0.998556998556999 0.97979797979798 peakDegree 25 vowel-context svmRadial 47
0.958152958152958 0.915824915824916 peakDegree 2 vowel-context knn 52
0.952380952380952 0.892255892255892 peakDegree 17 vowel-context knn 48
0.998556998556999 0.952861952861953 peakDegree 28 vowel-context svmRadial 49
0.946608946608947 0.909090909090909 peakDegree 29 vowel-context knn 51
0.958152958152958 0.898989898989899 peakDegree 24 vowel-context knn 50
0.952380952380952 0.885521885521885 peakDegree 26 vowel-context knn 44
1 0.952861952861953 peakDegree 3 vowel-context svmRadial 51
1 0.976430976430976 peakDegree 22 vowel-context svmRadial 46
0.952380952380952 0.878787878787879 peakDegree 19 vowel-context knn 48
0.998556998556999 0.95959595959596 peakDegree 4 vowel-context svmRadial 52
0.994227994227994 0.95959595959596 peakDegree 10 vowel-context svmRadial 40
0.953823953823954 0.872053872053872 peakDegree 12 vowel-context knn 50
0.94949494949495 0.835016835016835 peakDegree 18 vowel-context knn 48
0.94949494949495 0.875420875420875 peakDegree 9 vowel-context knn 54
0.952380952380952 0.912457912457912 peakDegree 13 vowel-context knn 48
1 0.976430976430976 peakDegree 2 vowel-context svmRadial 52
1 0.966329966329966 peakDegree 17 vowel-context svmRadial 48
0.995670995670996 0.973063973063973 peakDegree 24 vowel-context svmRadial 50
0.998556998556999 0.986531986531986 peakDegree 29 vowel-context svmRadial 51
0.998556998556999 0.976430976430976 peakDegree 26 vowel-context svmRadial 44
1 0.98989898989899 peakDegree 19 vowel-context svmRadial 48
1 0.962962962962963 peakDegree 9 vowel-context svmRadial 54
1 0.966329966329966 peakDegree 12 vowel-context svmRadial 50
1 0.983164983164983 peakDegree 18 vowel-context svmRadial 48
1 0.925925925925926 peakDegree 1 vowel-context rf 50
0.998556998556999 0.973063973063973 peakDegree 13 vowel-context svmRadial 48
0.526695526695527 0.471380471380471 peakDegree 1 vowel-context rpart 50
0.946608946608947 0.885521885521885 peakDegree 27 vowel-context knn 51
1 0.962962962962963 peakDegree 16 vowel-context rf 46
1 0.946127946127946 peakDegree 6 vowel-context rf 52
0.581529581529582 0.511784511784512 peakDegree 16 vowel-context rpart 46
1 0.956228956228956 peakDegree 20 vowel-context rf 49
1 0.929292929292929 peakDegree 5 vowel-context rf 45
0.637806637806638 0.579124579124579 peakDegree 6 vowel-context rpart 52
0.581529581529582 0.494949494949495 peakDegree 20 vowel-context rpart 49
0.594516594516595 0.508417508417508 peakDegree 5 vowel-context rpart 45
1 0.952861952861953 peakDegree 25 vowel-context rf 47
0.544011544011544 0.481481481481481 peakDegree 25 vowel-context rpart 47
1 0.936026936026936 peakDegree 11 vowel-context rf 52
1 0.912457912457912 peakDegree 28 vowel-context rf 49
0.544011544011544 0.420875420875421 peakDegree 28 vowel-context rpart 49
0.660894660894661 0.575757575757576 peakDegree 11 vowel-context rpart 52
0.998556998556999 0.962962962962963 peakDegree 27 vowel-context svmRadial 51
1 0.932659932659933 peakDegree 10 vowel-context rf 40
0.624819624819625 0.478114478114478 peakDegree 10 vowel-context rpart 40
1 0.915824915824916 peakDegree 3 vowel-context rf 51
0.545454545454545 0.464646464646465 peakDegree 3 vowel-context rpart 51
1 0.952861952861953 peakDegree 22 vowel-context rf 46
0.582972582972583 0.562289562289562 peakDegree 22 vowel-context rpart 46
0.946608946608947 0.848484848484849 peakDegree 7 vowel-context knn 48
1 0.936026936026936 peakDegree 17 vowel-context rf 48
1 0.942760942760943 peakDegree 4 vowel-context rf 52
0.555555555555556 0.471380471380471 peakDegree 17 vowel-context rpart 48
1 0.939393939393939 peakDegree 24 vowel-context rf 50
0.686868686868687 0.575757575757576 peakDegree 4 vowel-context rpart 52
0.633477633477634 0.511784511784512 peakDegree 24 vowel-context rpart 50
1 0.956228956228956 peakDegree 26 vowel-context rf 44
1 0.94949494949495 peakDegree 2 vowel-context rf 52
1 0.95959595959596 peakDegree 29 vowel-context rf 51
0.594516594516595 0.461279461279461 peakDegree 26 vowel-context rpart 44
0.551226551226551 0.515151515151515 peakDegree 2 vowel-context rpart 52
0.565656565656566 0.481481481481481 peakDegree 29 vowel-context rpart 51
1 0.94949494949495 peakDegree 19 vowel-context rf 48
0.665223665223665 0.582491582491583 peakDegree 19 vowel-context rpart 48
1 0.932659932659933 peakDegree 18 vowel-context rf 48
0.619047619047619 0.478114478114478 peakDegree 18 vowel-context rpart 48
1 0.952861952861953 peakDegree 13 vowel-context rf 48
0.656565656565657 0.582491582491583 peakDegree 13 vowel-context rpart 48
1 0.94949494949495 peakDegree 12 vowel-context rf 50
0.552669552669553 0.484848484848485 peakDegree 12 vowel-context rpart 50
1 0.95959595959596 peakDegree 7 vowel-context svmRadial 48
1 0.925925925925926 peakDegree 9 vowel-context rf 54
0.6002886002886 0.515151515151515 peakDegree 9 vowel-context rpart 54
1 0.936026936026936 peakDegree 27 vowel-context rf 51
0.653679653679654 0.528619528619529 peakDegree 27 vowel-context rpart 51
1 0.919191919191919 peakDegree 7 vowel-context rf 48
0.650793650793651 0.468013468013468 peakDegree 7 vowel-context rpart 48
0.933333333333333 0.911111111111111 peakDegree 8 iris knn 8
0.990476190476191 0.844444444444444 peakDegree 8 iris svmRadial 8
1 0.888888888888889 peakDegree 8 iris rf 8
0.942857142857143 0.8 peakDegree 8 iris rpart 8
0.942857142857143 0.977777777777778 peakDegree 30 iris knn 6
0.961904761904762 1 peakDegree 30 iris svmRadial 6
1 0.977777777777778 peakDegree 30 iris rf 6
0.933333333333333 0.911111111111111 peakDegree 30 iris rpart 6
0.980952380952381 0.911111111111111 peakDegree 21 iris knn 9
0.990476190476191 0.888888888888889 peakDegree 21 iris svmRadial 9
1 0.911111111111111 peakDegree 21 iris rf 9
0.933333333333333 0.866666666666667 peakDegree 21 iris rpart 9
0.933333333333333 0.822222222222222 peakDegree 14 iris knn 7
1 0.955555555555556 peakDegree 14 iris svmRadial 7
1 0.866666666666667 peakDegree 14 iris rf 7
0.942857142857143 0.844444444444444 peakDegree 14 iris rpart 7
0.914285714285714 0.933333333333333 peakDegree 15 iris knn 9
1 0.933333333333333 peakDegree 15 iris svmRadial 9
1 0.977777777777778 peakDegree 15 iris rf 9
0.914285714285714 0.844444444444444 peakDegree 15 iris rpart 9
0.942857142857143 0.866666666666667 peakDegree 23 iris knn 7
1 0.866666666666667 peakDegree 23 iris svmRadial 7
1 0.933333333333333 peakDegree 23 iris rf 7
0.942857142857143 0.822222222222222 peakDegree 23 iris rpart 7
0.952380952380952 0.955555555555556 peakDegree 1 iris knn 10
0.980952380952381 0.955555555555556 peakDegree 1 iris svmRadial 10
1 0.955555555555556 peakDegree 1 iris rf 10
0.923809523809524 0.911111111111111 peakDegree 1 iris rpart 10
0.980952380952381 0.933333333333333 peakDegree 16 iris knn 8
0.952380952380952 0.933333333333333 peakDegree 6 iris knn 8
0.980952380952381 0.933333333333333 peakDegree 16 iris svmRadial 8
0.961904761904762 0.955555555555556 peakDegree 5 iris knn 7
1 0.955555555555556 peakDegree 6 iris svmRadial 8
0.904761904761905 0.911111111111111 peakDegree 20 iris knn 7
0.961904761904762 0.933333333333333 peakDegree 5 iris svmRadial 7
1 0.911111111111111 peakDegree 16 iris rf 8
0.990476190476191 0.955555555555556 peakDegree 20 iris svmRadial 7
1 0.933333333333333 peakDegree 6 iris rf 8
0.923809523809524 0.866666666666667 peakDegree 16 iris rpart 8
1 0.933333333333333 peakDegree 5 iris rf 7
0.933333333333333 0.866666666666667 peakDegree 6 iris rpart 8
1 0.866666666666667 peakDegree 20 iris rf 7
0.980952380952381 0.933333333333333 peakDegree 5 iris rpart 7
0.933333333333333 0.822222222222222 peakDegree 20 iris rpart 7
0.971428571428571 0.866666666666667 peakDegree 25 iris knn 10
1 0.933333333333333 peakDegree 25 iris svmRadial 10
0.904761904761905 0.933333333333333 peakDegree 28 iris knn 9
0.952380952380952 0.888888888888889 peakDegree 11 iris knn 9
1 0.911111111111111 peakDegree 25 iris rf 10
1 0.955555555555556 peakDegree 28 iris svmRadial 9
0.961904761904762 0.933333333333333 peakDegree 11 iris svmRadial 9
0.942857142857143 0.866666666666667 peakDegree 25 iris rpart 10
1 0.866666666666667 peakDegree 28 iris rf 9
1 0.933333333333333 peakDegree 11 iris rf 9
0.933333333333333 0.866666666666667 peakDegree 28 iris rpart 9
0.933333333333333 0.888888888888889 peakDegree 11 iris rpart 9
0.933333333333333 0.977777777777778 peakDegree 10 iris knn 7
0.961904761904762 1 peakDegree 10 iris svmRadial 7
1 0.977777777777778 peakDegree 10 iris rf 7
0.933333333333333 0.955555555555556 peakDegree 10 iris rpart 7
0.942857142857143 0.911111111111111 peakDegree 3 iris knn 9
0.990476190476191 0.911111111111111 peakDegree 3 iris svmRadial 9
0.942857142857143 0.911111111111111 peakDegree 22 iris knn 9
1 0.911111111111111 peakDegree 22 iris svmRadial 9
1 0.933333333333333 peakDegree 3 iris rf 9
0.923809523809524 0.866666666666667 peakDegree 3 iris rpart 9
1 0.911111111111111 peakDegree 22 iris rf 9
0.942857142857143 0.844444444444444 peakDegree 22 iris rpart 9
0.952380952380952 0.977777777777778 peakDegree 17 iris knn 7
0.980952380952381 0.955555555555556 peakDegree 17 iris svmRadial 7
0.952380952380952 0.933333333333333 peakDegree 4 iris knn 9
0.971428571428571 0.955555555555556 peakDegree 24 iris knn 8
1 0.955555555555556 peakDegree 17 iris rf 7
0.961904761904762 0.955555555555556 peakDegree 24 iris svmRadial 8
0.971428571428571 0.933333333333333 peakDegree 4 iris svmRadial 9
0.923809523809524 0.911111111111111 peakDegree 17 iris rpart 7
1 0.888888888888889 peakDegree 24 iris rf 8
1 0.911111111111111 peakDegree 4 iris rf 9
0.961904761904762 0.888888888888889 peakDegree 2 iris knn 10
0.923809523809524 0.844444444444444 peakDegree 24 iris rpart 8
0.971428571428571 0.888888888888889 peakDegree 26 iris knn 8
0.933333333333333 0.933333333333333 peakDegree 4 iris rpart 9
0.990476190476191 0.933333333333333 peakDegree 2 iris svmRadial 10
0.923809523809524 0.911111111111111 peakDegree 29 iris knn 5
1 0.866666666666667 peakDegree 26 iris svmRadial 8
1 0.911111111111111 peakDegree 2 iris rf 10
0.980952380952381 0.955555555555556 peakDegree 29 iris svmRadial 5
0.923809523809524 0.933333333333333 peakDegree 2 iris rpart 10
1 0.844444444444444 peakDegree 26 iris rf 8
1 0.911111111111111 peakDegree 29 iris rf 5
0.933333333333333 0.911111111111111 peakDegree 29 iris rpart 5
0.933333333333333 0.844444444444444 peakDegree 26 iris rpart 8
0.961904761904762 0.955555555555556 peakDegree 19 iris knn 8
0.980952380952381 0.977777777777778 peakDegree 19 iris svmRadial 8
1 0.888888888888889 peakDegree 19 iris rf 8
0.942857142857143 0.844444444444444 peakDegree 19 iris rpart 8
0.914285714285714 0.933333333333333 peakDegree 18 iris knn 7
0.923809523809524 0.977777777777778 peakDegree 18 iris svmRadial 7
0.952380952380952 0.977777777777778 peakDegree 13 iris knn 10
1 0.977777777777778 peakDegree 18 iris rf 7
0.952380952380952 0.977777777777778 peakDegree 13 iris svmRadial 10
0.971428571428571 0.977777777777778 peakDegree 18 iris rpart 7
0.971428571428571 0.933333333333333 peakDegree 12 iris knn 6
0.990476190476191 0.911111111111111 peakDegree 12 iris svmRadial 6
1 0.955555555555556 peakDegree 12 iris rf 6
0.933333333333333 0.911111111111111 peakDegree 12 iris rpart 6
1 0.977777777777778 peakDegree 13 iris rf 10
0.923809523809524 0.955555555555556 peakDegree 13 iris rpart 10
0.952380952380952 1 peakDegree 9 iris knn 7
0.961904761904762 1 peakDegree 9 iris svmRadial 7
1 0.933333333333333 peakDegree 9 iris rf 7
0.914285714285714 0.933333333333333 peakDegree 9 iris rpart 7
0.923809523809524 0.911111111111111 peakDegree 27 iris knn 7
0.961904761904762 0.977777777777778 peakDegree 27 iris svmRadial 7
1 0.911111111111111 peakDegree 27 iris rf 7
0.904761904761905 0.866666666666667 peakDegree 27 iris rpart 7
0.971428571428571 0.911111111111111 peakDegree 7 iris knn 7
0.971428571428571 0.911111111111111 peakDegree 7 iris svmRadial 7
1 0.866666666666667 peakDegree 7 iris rf 7
0.952380952380952 0.8 peakDegree 7 iris rpart 7
0.782527881040892 0.704347826086957 peakDegree 8 pima-indians-diabetes knn 23
0.840148698884758 0.721739130434783 peakDegree 8 pima-indians-diabetes svmRadial 23
0.782527881040892 0.730434782608696 peakDegree 30 pima-indians-diabetes knn 20
0.810408921933085 0.730434782608696 peakDegree 30 pima-indians-diabetes svmRadial 20
1 0.678260869565217 peakDegree 8 pima-indians-diabetes rf 23
0.79182156133829 0.695652173913043 peakDegree 8 pima-indians-diabetes rpart 23
0.74907063197026 0.743478260869565 peakDegree 21 pima-indians-diabetes knn 20
0.823420074349442 0.769565217391304 peakDegree 21 pima-indians-diabetes svmRadial 20
0.745353159851301 0.726086956521739 peakDegree 15 pima-indians-diabetes knn 23
0.762081784386617 0.734782608695652 peakDegree 14 pima-indians-diabetes knn 17
1 0.71304347826087 peakDegree 30 pima-indians-diabetes rf 20
0.771375464684015 0.71304347826087 peakDegree 30 pima-indians-diabetes rpart 20
0.83271375464684 0.743478260869565 peakDegree 15 pima-indians-diabetes svmRadial 23
0.815985130111524 0.760869565217391 peakDegree 14 pima-indians-diabetes svmRadial 17
1 0.765217391304348 peakDegree 21 pima-indians-diabetes rf 20
0.741635687732342 0.717391304347826 peakDegree 21 pima-indians-diabetes rpart 20
1 0.721739130434783 peakDegree 14 pima-indians-diabetes rf 17
